id_umkm,nama_usaha,jenis_usaha,omset,aset,status_legalitas,is_aligned
28828901,UD. Ojan Arya Muthia,Jasa,42075968,5654457,Belum Terdaftar,0
28828902,UD. Kiki Sudarsana Agus,Perdagangan,48668140,1115304,Terdaftar,1
28828903,UD. Hesti Agung,Pendidikan,5024028,7098034,Terdaftar,1
28828904,UD. Hasna Saputra,Jasa,12410837,4376678,Belum Terdaftar,0
28828905,UD. Owen Mardika,Pendidikan,47062163,2805816,Terdaftar,1
28828906,UD. Melati Wiyata Rahmat,Kesehatan,15685861,4711223,Terdaftar,1
28828907,UD. Khayla Baru,Pendidikan,48928342,2874694,Belum Terdaftar,0
28828908,UD. Zidan Permai,Pendidikan,19793374,7545806,Belum Terdaftar,0
28828909,UD. Eddy Rejo,Jasa,47219960,4703233,Terdaftar,1
28828910,UD. Eddy Saputranegara,Kesehatan,11093776,3630524,Terdaftar,1
28828911,UD. Nindy Adiwarna Pasha,Jasa,49572411,6237313,Terdaftar,1
28828912,UD. Halimah Darussalam,Perdagangan,39051521,9561139,Belum Terdaftar,0
28828913,UD. Laila Mayang,Kesehatan,19859246,3858397,Belum Terdaftar,0
28828914,UD. Indah Makmur Made,Perdagangan,10648537,4662225,Belum Terdaftar,0
28828915,UD. Dani Lintang,Jasa,43237726,7716915,Terdaftar,1
28828916,UD. Alif Lestari,Kesehatan,44935627,4545450,Terdaftar,1
28828917,UD. Candra Wira,Perdagangan,46129908,7248284,Terdaftar,1
28828918,UD. Diva Sakti,Kesehatan,49768445,unknown,Belum Terdaftar,0
28828919,UD. Indah Asa Yusuf,Kesehatan,12778603,6756300,Belum Terdaftar,0
28828920,UD. Khalid Siang,Pendidikan,10727033,6576697,,0
28828921,UD. Gema Agung Jibril,Kesehatan,23476236,5374390,Terdaftar,1
28828922,UD. Novi Gita,Jasa,4785356,1709240,Terdaftar,1
28828923,UD. Ulya Wibawa,Jasa,39282556,6391548,Terdaftar,1
28828924,UD. Khalid Tunggul,Pendidikan,10714243,,Belum Terdaftar,0
28828925,UD. Kirana Nusa,Perdagangan,38080242,7892417,Terdaftar,1
28828926,UD. Eren Setia Uchie,Pendidikan,3217084,6981498,Terdaftar,1
28828927,UD. Anisa Resaputra Rafa,Kesehatan,33176829,6031065,Terdaftar,1
28828928,UD. Widi Panembahan,Kesehatan,21752364,9653287,Belum Terdaftar,0
28828929,UD. Gusti Darussalam,Jasa,35687919,7307677,Belum Terdaftar,0
28828930,UD. Tama Sunardi,Perdagangan,39665566,602323,Terdaftar,1
28828931,UD. Mega Asri,Jasa,44218110,9382715,Terdaftar,1
28828932,UD. Yusuf Asri Gerry,Perdagangan,46123655,3370408,Terdaftar,1
28828933,UD. Rangga Darma,Pendidikan,29753370,8654099,Terdaftar,1
28828934,UD. Kurnia Adyatma Adinda,Pendidikan,8099719,2683200,Terdaftar,1
28828935,UD. Asep Cendana,Jasa,44755314,9525335,Belum Terdaftar,0
28828936,UD. Yusuf Adiwangsa,Pendidikan,43573719,1178716,Belum Terdaftar,0
28828937,UD. Mila Lintang,Jasa,35576469,505084,Terdaftar,1
28828938,UD. Febri Kusumasari,Kesehatan,19934416,1165456,Terdaftar,1
28828939,UD. Romi Resaputra,Pendidikan,20151872,5286188,Belum Terdaftar,0
28828940,UD. Khalid Satriya,Pendidikan,,2080327,Terdaftar,1
28828941,UD. Riko Wangi,Perdagangan,45305619,7942790,Belum Terdaftar,0
28828942,UD. Kamil Baru,Pendidikan,45725248,6890582,Terdaftar,1
28828943,UD. Jaya Darussalam,Perdagangan,25066968,1304877,Belum Terdaftar,0
28828944,UD. Willy Jayabaya,Perdagangan,45898984,1510951,Terdaftar,1
28828945,UD. Qory Radhitya Yuli,Pendidikan,36674842,6022314,Belum Terdaftar,0
28828946,UD. Jibril Wiyata,Kesehatan,5774161,2812930,Terdaftar,1
28828947,UD. Pipit Suci,Jasa,17769779,4988516,Belum Terdaftar,0
28828948,UD. Dina Prima,Kesehatan,49527454,1083332,Terdaftar,1
28828949,UD. Okta Tirtaatmaja,Perdagangan,27306025,3677281,Terdaftar,1
28828950,UD. Erni Dharma,Perdagangan,28248724,9046969,Belum Terdaftar,0
28828951,UD. Yana Bijaksana,Perdagangan,19729611,5250203,Belum Terdaftar,0
28828952,UD. Evan Saputra,Kesehatan,12886308,6203205,,0
28828953,UD. Qiana Jayengpati,Perdagangan,13519922,6104669,Belum Terdaftar,0
28828954,UD. Andi Wisesa,Jasa,28853798,7730048,Belum Terdaftar,0
28828955,UD. Bella Bagaskara Halim,Jasa,30193776,2992445,Belum Terdaftar,0
28828956,UD. Desi Utamaindah,Kesehatan,22437920,8279487,Belum Terdaftar,0
28828957,UD. Bambang Sulaksana,Jasa,33963536,7647953,Belum Terdaftar,0
28828958,UD. Iman Alam,Jasa,32519226,6874406,Belum Terdaftar,0
28828959,UD. Gema Luhur,Jasa,9873568,7727174,Terdaftar,1
28828960,UD. Dea Utama Galih,Kesehatan,39766607,1357532,Belum Terdaftar,0
28828961,UD. Yuli Ananta,Kesehatan,21682495,1336367,Belum Terdaftar,0
28828962,UD. Chiko Permai,Jasa,33208757,9125502,Terdaftar,1
28828963,UD. Farhan Gunawan,Kesehatan,36433280,7849275,Terdaftar,1
28828964,UD. Okta Gita,Jasa,18498627,2116836,Terdaftar,1
28828965,UD. Yusuf Jagad,Jasa,3233036,9090002,Belum Terdaftar,0
28828966,UD. Willy Mardika,Kesehatan,39454370,1677854,Terdaftar,1
28828967,UD. Qisha Jayeng,Kesehatan,32763081,2167286,Belum Terdaftar,0
28828968,UD. Sinta Rejo,Kesehatan,21210439,4176274,Belum Terdaftar,0
28828969,UD. Panji Arsana,Jasa,11851327,3382186,Belum Terdaftar,0
28828970,UD. Citra Abadi,Pendidikan,38235780,6009922,Belum Terdaftar,0
28828971,UD. Gita Dewangga,Kesehatan,35685213,2557354,Belum Terdaftar,0
28828972,UD. Fatiah Trisaktiatma,Pendidikan,28975740,2461670,Terdaftar,1
28828973,UD. Tomi Abdi,Pendidikan,2432599,5202766,Terdaftar,1
28828974,UD. Grego Jagad,Jasa,15444112,2032413,Terdaftar,1
28828975,UD. Omar Jaya,Pendidikan,8914721,8695609,Belum Terdaftar,0
28828976,UD. Ulfa Pramudita,Kesehatan,27266812,7643736,Belum Terdaftar,0
28828977,UD. Najwa Jayengpati,Jasa,7967754,7421424,Belum Terdaftar,0
28828978,UD. Inten Ayodya,Perdagangan,1589665,3960215,Terdaftar,1
28828979,UD. Ilham Selaras,Kesehatan,19619207,9411305,Belum Terdaftar,0
28828980,UD. Elok Atma,Kesehatan,36509006,1765230,Belum Terdaftar,0
28828981,UD. Yuli Wirawati,Jasa,1401699,4938518,Terdaftar,1
28828982,UD. Dani Karya Qisya,Pendidikan,36150134,5134267,Belum Terdaftar,0
28828983,UD. Fitri Kusumajati,Jasa,38818020,3275028,Belum Terdaftar,0
28828984,UD. Kirana Alam,Pendidikan,38599190,5052082,Terdaftar,1
28828985,UD. Mega Manik,Kesehatan,15713663,5318687,Terdaftar,1
28828986,UD. Zainab Asmaralaya,Kesehatan,49320422,2348165,Belum Terdaftar,0
28828987,UD. Elsa Sangga Fauzan,Kesehatan,35451673,2530935,Belum Terdaftar,0
28828988,UD. Qira Sukadarma,Pendidikan,35474698,8194760,Belum Terdaftar,0
28828989,UD. Syifa Wacana,Jasa,28483125,4872222,Belum Terdaftar,0
28828990,UD. Zainab Sulaksana,Pendidikan,21172799,9168745,Terdaftar,1
28828991,UD. Xenia Pancasila,Kesehatan,25589447,4469539,Terdaftar,1
28828992,UD. Silvi Tirta,Kesehatan,8439144,6921901,Belum Terdaftar,0
28828993,UD. Ilham Dewangga,Pendidikan,10571436,7025886,Belum Terdaftar,0
28828994,UD. Rafi Kayastha,Pendidikan,4290057,3921204,Belum Terdaftar,0
28828995,UD. Bagir Adyatma,unknown,37876842,1561695,Terdaftar,1
28828996,UD. Hendra Mandala Hendra,Perdagangan,20720612,7199877,Terdaftar,1
28828997,UD. Vera Bima,Perdagangan,17772536,5182647,Terdaftar,1
,UD. Fajar Nirwasita,Kesehatan,24136771,5687081,Terdaftar,1
28828999,UD. Diva Cempaka,Kesehatan,46652921,1083266,Terdaftar,1
28829000,UD. Alya Kusumah,Perdagangan,35074148,6414064,Terdaftar,1
28829001,UD. Karla Kencana,Jasa,4619975,8241471,Belum Terdaftar,0
28829002,UD. Livia Wijaksana,Jasa,49386525,5618184,Terdaftar,1
28829003,UD. Gilang Kamajaya,Jasa,11769998,1392081,Belum Terdaftar,0
28829004,UD. Gisel Satria,Perdagangan,7471552,3782978,Terdaftar,1
28829005,UD. Ucup Pamungkas,Kesehatan,7872306,7617109,Terdaftar,1
28829006,UD. Juli Putri,Kesehatan,24019971,8412559,Terdaftar,1
28829007,UD. Yumna Nirwana,Kesehatan,24611896,3623910,Terdaftar,1
28829008,UD. Bulan Pramudita,Pendidikan,38668523,8232051,Terdaftar,1
28829009,UD. Ovan Pancasila,Jasa,40328494,4526962,Terdaftar,1
28829010,UD. Rendi Hilir Aldo,Kesehatan,35495552,7197627,Belum Terdaftar,0
28829011,UD. Koko Saputra Fauzan,Jasa,15360701,5348226,Terdaftar,1
28829012,UD. Lina Suci,Jasa,42774617,3203100,Belum Terdaftar,0
28829013,UD. Olivia Abdi Leni,Perdagangan,20627423,8184474,Terdaftar,1
28829014,UD. Bulan Prajurit,Perdagangan,16477735,716207,Terdaftar,1
28829015,UD. Cinta Sanjaya,Pendidikan,12287804,1532260,Terdaftar,1
28829016,UD. Berlian Cinta,Perdagangan,30769089,6237365,Belum Terdaftar,0
28829017,UD. Pasha Widuri,Pendidikan,4693327,7820668,Belum Terdaftar,0
28829018,UD. Pandu Cerah,Jasa,43284251,2994009,Belum Terdaftar,0
28829019,UD. Zulfa Anggrek,Jasa,11941021,7572230,Terdaftar,1
28829020,UD. Nadia Resaputra,Pendidikan,26072115,6945862,Terdaftar,1
28829021,UD. Tono Baswara,Kesehatan,7182203,9172005,Belum Terdaftar,0
28829022,UD. Umar Sukadarma,Pendidikan,35971870,4001063,Belum Terdaftar,0
28829023,UD. Baim Siang,Perdagangan,42185217,1081701,Belum Terdaftar,0
28829024,UD. Via Wangi,Pendidikan,32839708,9832061,Belum Terdaftar,0
28829025,UD. Carissa Artha,Kesehatan,13178761,8698204,Terdaftar,1
28829026,UD. Vina Trisudira,Pendidikan,13711825,2813469,Belum Terdaftar,0
28829027,UD. Ujang Selaras,Perdagangan,39509626,8567933,Terdaftar,1
28829028,UD. Heri Gatra Alya,Pendidikan,16026334,6516905,Belum Terdaftar,0
28829029,UD. Ismail Brata,Jasa,14517443,8137295,Belum Terdaftar,0
28829030,UD. Uci Sundawa,Perdagangan,28029759,4677217,Belum Terdaftar,0
28829031,UD. Rafi Kencana,Kesehatan,19688922,6572173,Terdaftar,1
28829032,UD. Rafif Permai,Perdagangan,7962555,6433674,Terdaftar,1
28829033,UD. Daffa Arya,Kesehatan,15796478,8926871,Belum Terdaftar,0
28829034,UD. Cici Wacana,Perdagangan,1679275,5234264,Belum Terdaftar,0
28829035,UD. Rahmat Sangga,Jasa,34698014,4509538,Belum Terdaftar,0
28829036,UD. Cici Mahendra,Kesehatan,49034322,7627321,Belum Terdaftar,0
28829037,UD. Viona Manik Tomi,Kesehatan,15792614,8539102,Terdaftar,1
28829038,UD. Nisa Nirbayu,Jasa,12219265,3163061,Belum Terdaftar,0
28829039,UD. Bella Gandewa,Pendidikan,32338317,3128202,Belum Terdaftar,0
28829040,UD. Pasha Ceria,Pendidikan,10359203,2571459,,0
28829041,UD. Zidan Trisakti,Jasa,6157738,4244386,Terdaftar,1
28829042,UD. Qomar Wijapranata,Kesehatan,39477101,3835131,Terdaftar,1
28829043,UD. Rahmat Reswara,Pendidikan,15112987,8984697,Belum Terdaftar,0
28829044,UD. Pardi Taruna,Jasa,41177602,1285127,Terdaftar,1
28829045,UD. Zulfa Galang,Jasa,24809783,8118505,Terdaftar,1
28829046,UD. Miko Panji,Jasa,32667887,7234187,Belum Terdaftar,0
28829047,UD. Chintya Jatinagara,Kesehatan,21728824,4406777,Belum Terdaftar,0
28829048,UD. Celsi Jaladara,Kesehatan,25854716,5091207,Terdaftar,1
28829049,UD. Tegar Gatra,Perdagangan,28271618,5692646,Belum Terdaftar,0
28829050,UD. Wito Lingga,Jasa,3045103,4026539,Belum Terdaftar,0
28829051,UD. Halim Sumirat,Pendidikan,41411101,712821,Belum Terdaftar,0
28829052,UD. Nadia Sulaksana Tama,Kesehatan,46913169,2283050,Belum Terdaftar,0
28829053,UD. Joko Adikara Pandu,Kesehatan,6662471,9903268,Terdaftar,1
28829054,UD. Laila Asih,Jasa,,9508710,Belum Terdaftar,0
28829055,UD. Sella Kusen,Kesehatan,38834453,1000881,Belum Terdaftar,0
28829056,UD. Yoga Prajurit,Kesehatan,44613951,7100501,Belum Terdaftar,0
28829057,UD. Ujang Jagadmaya,Perdagangan,13598830,3479208,Terdaftar,1
28829058,UD. Haidar Atma,Jasa,46937687,1472614,Terdaftar,1
28829059,UD. Wahyu Widuri,Pendidikan,37642138,9501963,Terdaftar,1
28829060,UD. Laila Widjaja,Jasa,42993661,9010600,Belum Terdaftar,0
28829061,UD. Dewi Pancasila,Perdagangan,45324281,5899211,Terdaftar,1
28829062,UD. Viona Bangun,Jasa,47113185,6343605,Belum Terdaftar,0
28829063,UD. Harun Kelana,Kesehatan,11101210,1648852,Terdaftar,1
28829064,UD. Wulan Setia,Perdagangan,23351916,2744541,Belum Terdaftar,0
28829065,UD. Elyas Atma,Jasa,18770652,2505425,Terdaftar,1
28829066,UD. Sella Kelana,Kesehatan,34762204,7969634,Terdaftar,1
28829067,UD. Tiara Saprahan,Pendidikan,28907566,7842718,Terdaftar,1
28829068,UD. Salwa Asri,Jasa,37963518,5636007,Terdaftar,1
28829069,UD. Elok Mahendra,Jasa,24627761,3661063,Belum Terdaftar,0
28829070,UD. Galang Hilir,Perdagangan,9072751,3392044,Terdaftar,1
28829071,UD. Mika Hilir,Jasa,15230923,1354346,Belum Terdaftar,0
28829072,UD. Zaki Darma Satria,Pendidikan,28471309,7754124,Belum Terdaftar,0
28829073,UD. Vera Hastinapura,Kesehatan,39441902,2438154,Belum Terdaftar,0
28829074,UD. Lintang Permai,Jasa,15447809,7779757,Terdaftar,1
28829075,UD. Chiko Abadi,Pendidikan,21330532,5565773,Belum Terdaftar,0
28829076,UD. Satria Raharja,Kesehatan,10707258,7504402,Belum Terdaftar,0
28829077,UD. Hilmiyah Karya Iqbal,Pendidikan,48011884,1193998,Belum Terdaftar,0
28829078,UD. Gita Wisnu,,39665233,9352631,Terdaftar,1
28829079,UD. Rendi Yudhistira,Perdagangan,1724478,7998127,Terdaftar,1
28829080,UD. Fani Puri,Kesehatan,21610572,3470140,Belum Terdaftar,0
28829081,UD. Tasya Jatinagara Ucup,Jasa,41054088,8628530,Belum Terdaftar,0
28829082,UD. Olla Sentosa,Kesehatan,15657308,9214832,Terdaftar,1
28829083,UD. Nisa Mayang,Perdagangan,39611255,7213275,Terdaftar,1
28829084,UD. Zidan Adiwarna,Jasa,39624457,555229,Belum Terdaftar,0
28829085,UD. Tiara Manik,Kesehatan,28388947,6450639,Terdaftar,1
28829086,UD. Bambang Sahaja Utami,Perdagangan,39899612,8257392,Terdaftar,1
28829087,UD. Olla Sangkala,Jasa,44160296,992102,Terdaftar,1
28829088,UD. Rafi Ayodya,Perdagangan,18617084,1791223,Terdaftar,1
28829089,UD. Zidanar Sukma,Perdagangan,10000021,2227098,Belum Terdaftar,0
28829090,UD. Karim Pagi,Jasa,14132405,4920079,Terdaftar,1
28829091,UD. Wahyu Sukadarma Oki,Kesehatan,45370090,4813110,Terdaftar,1
28829092,UD. Kanza Widuri,Pendidikan,34780197,7609069,Terdaftar,1
28829093,UD. Yudi Hilir,Perdagangan,25797648,2918273,Belum Terdaftar,0
28829094,UD. Tiara Citra,Kesehatan,4034846,4637148,Belum Terdaftar,0
28829095,UD. Ziva Yudhistira,Pendidikan,27458312,4489123,Terdaftar,1
28829096,UD. Pandu Saprahan,Kesehatan,13274201,5235617,Terdaftar,1
28829097,UD. Pasha Citra,Jasa,22438015,7805564,Belum Terdaftar,0
28829098,UD. Gerry Utama Amir,Perdagangan,14013489,8893401,Belum Terdaftar,0
28829099,UD. Vito Setia,Perdagangan,40438072,4239675,Terdaftar,1
28829100,UD. Olivia Saprahan,Jasa,37097133,2210752,Terdaftar,1
28829101,UD. Rendi Wicaksana Agus,Pendidikan,22639485,5930550,Terdaftar,1
28829102,UD. Erni Mulya,Kesehatan,1939689,7501974,Terdaftar,1
28829103,UD. Naufal Kawiswara,Kesehatan,29635968,5581886,Belum Terdaftar,0
28829104,UD. Gilangga Bijaksana,Jasa,9100637,8954134,Terdaftar,1
28829105,UD. Syifa Utama,Perdagangan,39054993,9367198,Terdaftar,1
28829106,UD. Marsya Jatiwangi Via,Pendidikan,16944404,3374974,Belum Terdaftar,0
28829107,UD. Galang Padi,Pendidikan,17790080,1744063,Terdaftar,1
28829108,UD. Hanafi Madusari,Jasa,31500511,4278866,Terdaftar,1
,UD. Grego Sumringah,Jasa,18637738,7096494,Terdaftar,1
28829110,UD. Vina Dharma,Kesehatan,,1003758,Belum Terdaftar,0
28829111,UD. Ony Galuh,Pendidikan,38227950,1656151,Belum Terdaftar,0
28829112,UD. Zidanar Kamajaya,Kesehatan,6748852,2926426,Belum Terdaftar,0
28829113,UD. Jasmine Bijaksana,Perdagangan,48934221,2910003,Belum Terdaftar,0
28829114,UD. Celsi Karya,Perdagangan,1632324,1223854,Terdaftar,1
28829115,UD. Kanza Harmoni Pasha,Kesehatan,17686966,3294045,Terdaftar,1
28829116,UD. Farhan Wijaya,Perdagangan,41740387,4609325,Belum Terdaftar,0
28829117,UD. Harun Utama,Jasa,14275773,3248308,Terdaftar,1
28829118,UD. Indah Hastinapura Tomi,Kesehatan,8487733,8706513,Belum Terdaftar,0
28829119,UD. Jihan Jaya,Kesehatan,46992799,5556720,Belum Terdaftar,0
28829120,UD. Eka Jayaningrat,Perdagangan,16072245,2823524,Belum Terdaftar,0
28829121,UD. Qais Sukma Halimah,Kesehatan,25401004,8955054,Belum Terdaftar,0
28829122,UD. Lukman Anugerah,Perdagangan,10625762,6784279,Terdaftar,1
28829123,UD. Vincent Sudharmo,Jasa,32867800,7589214,Terdaftar,1
28829124,UD. Romi Hilir,Jasa,7094154,7608989,Belum Terdaftar,0
28829125,UD. Nina Gunawan,Pendidikan,36350061,9067612,Terdaftar,1
28829126,UD. Zahira Cempaka,Jasa,36267452,1667526,Belum Terdaftar,0
28829127,UD. Santi Wirajaya,Perdagangan,21939880,1128728,Belum Terdaftar,0
28829128,UD. Odie Utamaindah,Perdagangan,29702588,5984776,Belum Terdaftar,0
28829129,UD. Rangga Panji,Jasa,3211900,4496240,Belum Terdaftar,0
28829130,UD. Binar Senja,Perdagangan,27965533,2919976,Belum Terdaftar,0
28829131,UD. Berlian Saprahan,Jasa,15515809,4393098,Terdaftar,1
28829132,UD. Ina Pancasila,Perdagangan,3553375,7246617,Terdaftar,1
28829133,UD. Hilmiyah Merdeka,Jasa,39459293,7154586,Terdaftar,1
28829134,UD. Karim Kalbu,Jasa,44542353,891227,Terdaftar,1
28829135,UD. Pio Wijapranata,Jasa,31396215,1454110,Terdaftar,1
28829136,UD. Yasir Karya Qisya,Perdagangan,45182982,1731977,Belum Terdaftar,0
28829137,UD. Obed Wiraatmaja Desta,Kesehatan,5396641,8717743,Belum Terdaftar,0
28829138,UD. Guntur Panji,Kesehatan,3819719,4453039,Belum Terdaftar,0
28829139,UD. Qomar Malam,Jasa,27410410,9997564,Terdaftar,1
28829140,UD. Riko Langit,Pendidikan,2997231,4069503,Belum Terdaftar,0
28829141,UD. Ulil Cempaka Vincent,Pendidikan,40989791,770693,Terdaftar,1
28829142,UD. Clarissa Trisaktiatma Lana,Pendidikan,12294055,1921558,Belum Terdaftar,0
28829143,UD. Indah Cempaka,Pendidikan,13506445,4228615,Belum Terdaftar,0
28829144,UD. Bela Sumirat,Pendidikan,15707012,2607429,Belum Terdaftar,0
28829145,UD. Cipta Naraya Nando,Jasa,34539958,2876358,Belum Terdaftar,0
28829146,UD. Citra Pusaka Jasmine,Jasa,26758982,4383453,Terdaftar,1
28829147,UD. Joko Haji,Perdagangan,38117897,7855838,Terdaftar,1
28829148,UD. Zahira Surya,Kesehatan,47506771,3024776,Belum Terdaftar,0
28829149,UD. Salwa Rejo,Pendidikan,23798939,5046613,Terdaftar,1
28829150,UD. Hanafi Wijapranata,Perdagangan,47226332,1310749,Terdaftar,1
28829151,UD. Chika Bahagia,Perdagangan,35607557,7730188,Belum Terdaftar,0
28829152,UD. Olivia Gatra,Perdagangan,1158245,1369123,Terdaftar,1
28829153,UD. Lono Mandala,Pendidikan,6240233,4343367,Belum Terdaftar,0
28829154,UD. Uci Permai,Kesehatan,43208642,5924702,Terdaftar,1
28829155,UD. Fatimah Arya,Jasa,32150608,9846115,Belum Terdaftar,0
28829156,UD. Ayesha Sudarsana,Kesehatan,33442016,7667376,Belum Terdaftar,0
28829157,UD. Iqra Praja,Pendidikan,3136612,7199984,Terdaftar,1
28829158,UD. Vidi Pramudita,Kesehatan,44866238,3960577,Belum Terdaftar,0
28829159,UD. Kirana Widuri,Jasa,14907360,4480151,Belum Terdaftar,0
28829160,UD. Naufal Sahaja,Pendidikan,12409146,3465812,Belum Terdaftar,0
28829161,UD. Fadli Kusumasari Febri,Kesehatan,34270486,2869681,Terdaftar,1
28829162,UD. Kiki Karya,Perdagangan,28240617,3651308,Terdaftar,1
28829163,UD. Fajar Nirwana Yani,Perdagangan,46375853,6483650,Terdaftar,1
28829164,UD. Erni Tengah Asep,Pendidikan,42064505,8335976,Belum Terdaftar,0
28829165,UD. Maudy Panji Oniel,Perdagangan,36423597,3745392,Belum Terdaftar,0
28829166,UD. Indah Nirwana,Perdagangan,11328969,8660014,Belum Terdaftar,0
28829167,UD. Bambang Reswara,Kesehatan,23951439,4840296,Belum Terdaftar,0
28829168,UD. Chiko Sarwono Qisha,Jasa,40778026,769158,Belum Terdaftar,0
28829169,UD. Tegar Sehat Iqra,Pendidikan,35296031,3395634,Terdaftar,1
28829170,UD. Yaniar Pamungkas,Kesehatan,33076861,3892586,Belum Terdaftar,0
28829171,UD. Tariq Putra,Pendidikan,17330160,1582327,Terdaftar,1
28829172,UD. Kanza Saputrautama,Pendidikan,2494616,8342900,Terdaftar,1
28829173,UD. Livia Prana,Pendidikan,45322446,8868465,Terdaftar,1
28829174,UD. Vino Jaya,Pendidikan,4142159,6882361,Terdaftar,1
28829175,UD. Heri Anugerah,Jasa,17946153,,Terdaftar,1
28829176,UD. Pasha Tirtayasa,Jasa,31650576,3646499,Belum Terdaftar,0
28829177,UD. Eddy Alam,Pendidikan,4826714,6774497,Belum Terdaftar,0
28829178,UD. Ujang Pusaka,Kesehatan,8893550,6656534,Terdaftar,1
28829179,UD. Qisha Permai,Jasa,15750873,4938003,Belum Terdaftar,0
28829180,UD. Damar Luhur,Kesehatan,20761512,4211564,Terdaftar,1
28829181,UD. Xenia Berkarya,Perdagangan,19597514,9954281,Belum Terdaftar,0
28829182,UD. Wulan Jaya,Pendidikan,36902986,8406384,Belum Terdaftar,0
28829183,UD. Khalid Mandala,Jasa,11168838,4656022,Terdaftar,1
28829184,UD. Uchie Jayengpati,Jasa,48189531,6444532,Terdaftar,1
28829185,UD. Mika Sahaja Baim,Kesehatan,33197597,8625808,Terdaftar,1
28829186,UD. Olivia Lintang Uli,Pendidikan,10452605,9514378,Terdaftar,1
28829187,UD. Fikra Sumirat Diva,Perdagangan,4378851,9792424,Belum Terdaftar,0
28829188,UD. Jay Kusumah Vita,Kesehatan,7875762,8273278,Belum Terdaftar,0
28829189,UD. Zahra Maju,Kesehatan,34559624,1060226,Belum Terdaftar,0
28829190,UD. Qira Agastya,Jasa,14842530,5190825,Belum Terdaftar,0
28829191,UD. Lukita Nirwana,Jasa,18130174,8151375,Terdaftar,1
28829192,UD. Satria Pelangi,Pendidikan,30906226,1884846,Terdaftar,1
28829193,UD. Oki Sangkala,Kesehatan,29742860,9304665,Terdaftar,1
28829194,UD. Utami Wiyata Yessi,Perdagangan,34062703,5779909,Belum Terdaftar,0
28829195,UD. Desi Jatiwangi,Perdagangan,13524099,3244800,Belum Terdaftar,0
28829196,UD. Eren Bijaksana,Kesehatan,16799673,4568208,Terdaftar,1
28829197,UD. Najwa Makmur,Kesehatan,9534553,unknown,Belum Terdaftar,0
28829198,UD. Echa Bijaksana,Kesehatan,42516482,5387226,Belum Terdaftar,0
28829199,UD. Wenda Setia,Pendidikan,19060017,3869150,Terdaftar,1
28829200,UD. Baim Atma,Perdagangan,16612852,7051389,Belum Terdaftar,0
28829201,UD. Rosa Abdi Poppy,Perdagangan,23111146,3476515,Terdaftar,1
28829202,UD. Budi Nusa,Jasa,4661456,826314,Belum Terdaftar,0
28829203,UD. Yuli Jayengpati,Perdagangan,25455787,7679964,Belum Terdaftar,0
28829204,UD. Nina Prima,Kesehatan,10010723,2576501,Belum Terdaftar,0
28829205,UD. Lutfi Surya,Kesehatan,1633287,2253904,Belum Terdaftar,0
28829206,UD. Salsa Mandiri,Kesehatan,22518112,9464031,Terdaftar,1
28829207,UD. Yola Kusuma,Perdagangan,32985113,4231420,Belum Terdaftar,0
28829208,UD. Yani Adiwarna,Perdagangan,23690654,9972656,Terdaftar,1
28829209,UD. Lidya Putra,Pendidikan,25897418,2446849,Belum Terdaftar,0
28829210,UD. Rangga Damai,Pendidikan,30721854,9874846,Belum Terdaftar,0
28829211,UD. Ciko Mega,Kesehatan,35962076,5526433,Belum Terdaftar,0
28829212,UD. Haidar Anindita,Pendidikan,29433317,3051549,Belum Terdaftar,0
28829213,UD. Joko Resaputra Syifa,Jasa,43148196,5518026,Terdaftar,1
28829214,UD. Eni Naraya Riko,Kesehatan,31411022,8976048,,0
28829215,UD. Mario Sukma Qori,Jasa,43417906,594643,Terdaftar,1
28829216,UD. Fikri Gunawan Zidan,Jasa,19492093,1315512,Terdaftar,1
28829217,UD. Dani Surya,Kesehatan,42478200,2048607,Terdaftar,1
28829218,UD. Fikra Gandewa,Perdagangan,37758143,9830078,Terdaftar,1
28829219,UD. Lina Winata,Kesehatan,44891270,912573,Belum Terdaftar,0
28829220,UD. Eddy Sentosa,Jasa,7983161,838288,Terdaftar,1
28829221,UD. Deni Baswara Veronika,Pendidikan,40556892,1883845,Terdaftar,1
28829222,UD. Bayu Adhi,Pendidikan,19408864,5737356,Terdaftar,1
